,Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth
491,1134,191006,Prof Doyle Ankunding,Mr,Male,4,Single,1,2020-05-18,,Inactive,2020-10-31,,,Labour,Contarct Basis,Catholic,Skilled Labor,1979.0
492,1135,195012,Mr Anderson Harvey PhD,Mr,Male,3,Married,1,2020-05-14,,Inactive,2020-06-23,,,Labour,Contarct Basis,Hindu,Skilled Labor,1994.0
493,1137,5167,Miss Felicity Skiles,Mr,Male,1,Married,31,2021-02-01,2021-03-31,Inactive,2021-03-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978.0
494,1138,196049,Muriel Turcotte,Mr,Male,1,Married,30,2019-11-23,2022-04-09,Inactive,2022-04-09,,,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1966.0
495,1139,75146,Emanuel Larkin,Mr,Male,1,Married,31,2019-11-25,2020-12-18,Inactive,2020-12-18,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983.0
496,1141,5179,Josefa Goyette,Mr,Male,1,Married,1,2021-02-01,2021-03-31,Inactive,2021-03-31,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1969.0
497,1158,4966,Belle Roberts DDS,Mr,Male,3,Married,33,2020-06-15,2022-07-14,Inactive,2022-07-14,1158.0,,Staff,Contarct Basis,Hindu,Site Engineer,1982.0
498,1164,4967,Dr Gabriel Dicki,Mr,Male,1,Single,8,2020-06-20,,Inactive,2020-12-10,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1992.0
499,1171,4969,Alysson Rath,Mr,Male,4,Single,27,2020-06-23,,Inactive,2020-09-17,,,Staff,Contarct Basis,Catholic,Supervisor,1995.0
500,1172,4998,Dr Erwin Kuhn III,Mr,Male,1,Married,24,2020-06-24,,Inactive,2020-08-07,,,Staff,Contarct Basis,Buddhist,Driver,1995.0
501,1173,5001,Judd Johnston,Mr,Male,1,Single,108,2020-07-01,,Inactive,2020-11-19,,,Staff,Contarct Basis,Buddhist,QAQC Engineer,1991.0
502,1176,50024,Prof Presley Koepp II,Mr,Male,3,Married,6,2020-06-16,2020-11-03,Inactive,2020-11-03,,,Staff,Contarct Basis,Hindu,Project Manager,1953.0
503,1178,5005,Aletha Becker,Mr,Male,3,Married,8,2020-07-13,2022-01-29,Inactive,2022-01-29,,,Staff,Contarct Basis,Hindu,Quantity Surveyor,1989.0
504,1179,4970,Ezekiel Greenfelder,Mr,Male,1,Married,64,2020-06-24,2021-01-26,Inactive,2021-01-26,,,Staff,Contarct Basis,Buddhist,Safety Officer,1975.0
505,1193,193020,Julius Fay,Mr,Male,1,Married,62,2020-06-01,,Inactive,2020-06-30,,,Labour,Contarct Basis,Buddhist,S/Skill,1957.0
506,1208,5000,Anna Morar,Mr,Male,1,Married,24,2020-06-08,2021-10-15,Inactive,2021-10-15,,,Staff,Contarct Basis,Buddhist,Driver,1980.0
507,1212,5004,Dr Nico Hessel Sr,Ms,Female,1,Married,138,2020-07-10,,Active,,,,Staff,Contarct Basis,Buddhist,Receptionist,1994.0
508,1215,5006,Ms Lavonne Auer I,Ms,Female,1,Married,17,2020-07-23,,Inactive,2020-11-02,,,Staff,Contarct Basis,Buddhist,Account Executive,1989.0
509,1217,5009,Neha O'Hara,Mr,Male,4,Married,104,2020-08-06,,Inactive,2020-10-23,,,Management,Contarct Basis,Catholic,Accountant,1985.0
510,1221,50026,Mrs Alayna Bechtelar,Mr,Male,3,Single,140,2020-06-22,2020-11-28,Inactive,2020-11-28,,,Staff,Contarct Basis,Hindu,Surveyor Trainee,1994.0
511,1222,5010,Heloise Gutkowski,Mr,Male,1,Single,8,2020-08-10,2022-09-30,Inactive,2022-09-30,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1992.0
512,1223,5011,Maybell Parker,Mr,Male,1,Single,93,2020-08-10,2021-03-15,Inactive,2021-03-15,,,Staff,Contarct Basis,Buddhist,Transport Assistant,1998.0
513,1280,200004,Bethel Graham,Mr,Male,3,Married,30,2020-08-08,,Inactive,2020-09-28,,,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1959.0
514,1288,5019,Iliana Parisian,Mr,Male,3,Married,36,2020-08-27,2020-10-31,Inactive,2020-10-31,,,Staff,Contarct Basis,Hindu,Engineer Assistant,1979.0
515,1297,187009,Jarrod Keebler,Mr,Male,4,Married,31,2020-08-19,,Inactive,2020-09-22,,,Labour,Contarct Basis,Catholic,Unskilled Labor,1993.0
516,1298,187010,Althea O'Kon,Mr,Male,4,Married,1,2020-08-11,,Inactive,2020-09-26,,,Labour,Contarct Basis,Catholic,Skilled Labor,1977.0
517,1299,187011,Samantha Franecki,Mr,Male,3,Married,31,2020-08-20,,Inactive,2020-09-21,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1992.0
518,1300,5041,Arely Lang,Mr,Male,4,Single,84,2020-09-09,,Inactive,2020-12-16,,,Staff,Contarct Basis,Catholic,HR Executive,1991.0
519,1302,5044,Carley Ferry,Mr,Male,1,Single,22,2020-09-11,2021-02-21,Inactive,2021-02-21,2709.0,,Staff,Contarct Basis,Buddhist,Technical Officer,1992.0
520,1304,5046,Queenie Wolf,Mr,Male,1,Married,7,2020-09-15,2021-09-30,Inactive,2021-09-30,,,Staff,Contarct Basis,Buddhist,Store Keeper,1980.0
521,1306,5108,Myles Kris,Ms,Female,1,Single,177,2020-12-01,,Active,,,,Staff,Contarct Basis,Buddhist,Junior HR Executive,1999.0
522,1310,5048,Wilhelm Hill DDS,Mr,Male,1,Single,33,2020-09-21,2021-02-12,Inactive,2021-02-12,,,Staff,Contarct Basis,Buddhist,Site Engineer,1993.0
523,1323,5049,Prof Merritt Zieme,Mr,Male,1,Married,24,2020-09-08,2020-11-30,Inactive,2020-11-30,,,Staff,Contarct Basis,Buddhist,Driver,1975.0
524,1324,5050,Prof Rachael Kuhlman MD,Mr,Male,1,Single,70,2020-10-02,,Inactive,2020-10-03,,,Staff,Contarct Basis,Buddhist,Data Entry Operator,1998.0
525,1325,5051,Nathanial Terry,Mr,Male,1,Married,8,2020-10-05,2021-08-07,Inactive,2021-08-07,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1982.0
526,1326,5052,Prof Arden Franecki V,Mr,Male,1,Married,144,2020-10-06,,Inactive,2020-12-31,,,Staff,Contarct Basis,Buddhist,Tractor Driver cum Mechanic,1967.0
527,1329,5012,Verlie Hodkiewicz,Mr,Male,1,Married,24,2020-07-14,,Inactive,2020-09-26,,,Staff,Contarct Basis,Buddhist,Driver,1979.0
528,1330,5055,Carissa Gerlach,Mr,Male,3,Single,146,2020-10-09,2021-08-31,Inactive,2021-08-31,,,Staff,Contarct Basis,Hindu,Assistant Site Engineer,2005.0
529,1332,5082,Dr Elmore Huels MD,Mr,Male,1,Married,7,2020-10-19,,Inactive,2020-10-24,,,Staff,Contarct Basis,Buddhist,Store Keeper,1988.0
530,1334,5084,Yazmin Gleason,Mr,Male,1,Single,33,2020-10-19,2021-07-21,Inactive,2021-07-21,,,Staff,Contarct Basis,Buddhist,Site Engineer,1994.0
531,1335,5085,Mrs Lelah Lesch,Mr,Male,1,Married,48,2020-10-19,2020-11-23,Inactive,2020-11-23,,,Staff,Contarct Basis,Buddhist,Draughtsman,1984.0
532,1336,5086,Avis D'Amore,Mr,Male,1,Single,27,2020-10-17,,Inactive,2020-10-31,,,Staff,Contarct Basis,Buddhist,Supervisor,1997.0
533,1380,5089,Carli Crist,Ms,Female,1,Single,147,2020-10-28,2021-01-29,Inactive,2021-01-29,1538.0,,Staff,Contarct Basis,Buddhist,Trainee Technical Officer,1993.0
534,1381,5090,Lester Mann IV,Mr,Male,1,Married,176,2020-11-09,2022-05-31,Inactive,2022-05-31,,,Staff,Contarct Basis,Buddhist,Logistic & Operations Supervisor,1983.0
535,1382,5091,Rhea Walker,Mr,Male,1,Single,8,2020-11-09,,Inactive,2020-12-10,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990.0
536,1383,5092,Mortimer Towne,Mr,Male,1,Single,27,2020-11-09,2021-09-22,Inactive,2021-09-22,,,Staff,Contarct Basis,Buddhist,Supervisor,1998.0
537,1384,5093,Vern Shanahan,Mr,Male,1,Single,27,2020-11-09,,Inactive,2020-12-01,,,Staff,Contarct Basis,Buddhist,Supervisor,1997.0
538,1385,5094,Luciano Barrows,Mr,Male,1,Single,40,2020-11-11,2021-09-27,Inactive,2021-09-27,,,Staff,Contarct Basis,Buddhist,Purchasing Officer,1996.0
539,1386,5103,Mr Lucio Sauer MD,Mr,Male,5,Married,22,2020-11-18,2022-01-26,Inactive,2022-01-26,,,Staff,Contarct Basis,Muslim,Technical Officer,1985.0
540,1388,5102,Aletha Schaefer I,Mr,Male,1,Married,80,2020-11-18,,Active,,,,Staff,Contarct Basis,Buddhist,Driver - cab,1968.0
541,1389,5104,Roberta Baumbach,Mr,Male,1,Married,43,2020-11-18,,Inactive,2020-11-30,,,Staff,Contarct Basis,Buddhist,Operator - JCB,1991.0
542,1390,198071,Tom Gutkowski,Mr,Male,1,Married,1,2020-11-17,2021-09-05,Inactive,2021-09-05,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1971.0
543,1397,5107,Mateo Braun Sr,Mr,Male,1,Single,22,2020-11-25,2021-01-22,Inactive,2021-01-22,1333.0,,Staff,Contarct Basis,Buddhist,Technical Officer,2000.0
544,1398,5110,Kelsi Koss III,Mr,Male,1,Single,48,2020-12-01,,Active,,,,Staff,Contarct Basis,Buddhist,Draughtsman,1995.0
545,1399,5111,Lyda Bauch,Mr,Male,1,Single,95,2020-12-03,,Active,,,,Staff,Contarct Basis,Buddhist,Welder,1998.0
546,1430,5109,Dr Dylan Powlowski,Mr,Male,1,Single,24,2020-12-09,,Inactive,2021-08-31,,,Staff,Contarct Basis,Buddhist,Driver,1999.0
547,1432,5116,Trudie Davis PhD,Ms,Female,1,Single,17,2020-12-14,2021-08-13,Inactive,2021-08-13,,,Staff,Contarct Basis,Buddhist,Account Executive,1993.0
548,1433,50031,Alessia Effertz,Ms,Female,1,Married,149,2020-11-23,2021-06-30,Inactive,2021-06-30,,,Staff,Contarct Basis,Buddhist,HR Consultant-Payroll,1970.0
549,1434,5117,Itzel Langosh,Mr,Male,1,Single,27,2020-12-16,2021-12-24,Inactive,2021-12-24,,,Staff,Contarct Basis,Buddhist,Supervisor,1995.0
550,1435,50032,Donny Hauck,Mr,Male,1,Married,8,2020-12-11,2021-03-11,Inactive,2021-03-11,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1987.0
551,1436,5119,Ignacio Mohr,Mr,Male,5,Married,36,2020-12-19,,Active,,945.0,,Staff,Contarct Basis,Muslim,Engineer Assistant,1983.0
552,1437,50029,Elvie Reynolds,Ms,Female,1,Married,120,2020-10-02,2021-03-31,Inactive,2021-03-31,,,Management,Contarct Basis,Buddhist,HR Manager,1976.0
553,1439,5120,Houston Pagac,Mr,Male,3,Single,33,2020-12-28,2021-07-31,Inactive,2021-07-31,,,Staff,Contarct Basis,Hindu,Site Engineer,1995.0
554,1440,5121,Ariel Wolff,Mr,Male,1,Single,89,2021-01-06,2021-08-16,Inactive,2021-08-16,,,Staff,Contarct Basis,Buddhist,Planning Engineer,1993.0
555,1441,5123,Miss Fleta Rowe I,Mr,Male,1,Single,22,2021-01-07,2021-05-31,Inactive,2021-05-31,1538.0,,Staff,Contarct Basis,Buddhist,Technical Officer,1991.0
556,1443,5124,Dane Jones,Mr,Male,1,Married,8,2021-01-11,2021-04-24,Inactive,2021-04-24,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1985.0
557,1445,5125,Clarabelle Lemke II,Mr,Male,1,Married,17,2021-01-15,2021-01-19,Inactive,2021-01-19,,,Staff,Contarct Basis,Buddhist,Account Executive,1986.0
558,1446,5126,Mrs Celestine Cartwright IV,Mr,Male,3,Married,22,2021-01-15,2021-12-31,Inactive,2021-12-31,,,Staff,Contarct Basis,Hindu,Technical Officer,1989.0
559,1538,5135,Estel Hahn,Mr,Male,1,Married,6,2021-01-25,2022-02-28,Inactive,2022-02-28,,,Staff,Contarct Basis,Buddhist,Project Manager,1964.0
560,1539,51008,Reagan Marquardt,Mr,Male,1,Single,153,2021-02-01,,Active,,,,Labour,Contarct Basis,Buddhist,Store Labour,1994.0
561,1543,5137,Dr Alexie Simonis,Mr,Male,1,Single,17,2021-02-05,2021-07-31,Inactive,2021-07-31,,,Staff,Contarct Basis,Buddhist,Account Executive,1994.0
562,1619,5154,Erin Grimes,Mr,Male,3,Single,36,2021-02-20,2021-06-22,Inactive,2021-06-22,,,Staff,Contarct Basis,Hindu,Engineer Assistant,1994.0
563,1625,5153,Ava Okuneva,Mr,Male,1,Married,66,2021-02-16,2021-08-15,Inactive,2021-08-15,,,Management,Contarct Basis,Buddhist,HR & Admin Officer,1975.0
564,1629,5155,Zola Lind Jr,Mr,Male,1,Married,78,2021-03-11,2021-07-21,Inactive,2021-07-21,,,Management,Contarct Basis,Buddhist,Assistant Accountant,1990.0
565,1630,5207,Dr Sid Rutherford,Mr,Male,3,Single,7,2021-03-12,2022-04-01,Inactive,2022-04-01,,,Staff,Contarct Basis,Hindu,Store Keeper,1996.0
566,1636,179028,Christy Gleichner,Mr,Male,1,Married,122,2021-02-04,2022-06-30,Inactive,2022-06-30,,,Labour,Contarct Basis,Buddhist,Security,1980.0
567,1637,189051,Devin Osinski,Mr,Male,1,Single,55,2021-02-01,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Buddhist,Fitter,1997.0
568,1644,179030,Wyman Bashirian,Mr,Male,1,Married,134,2021-03-12,2022-04-19,Inactive,2022-04-19,,,Labour,Contarct Basis,Buddhist,Caretaker,1952.0
569,1657,5208,Marques Prohaska,Mr,Male,1,Married,48,2021-03-22,,Active,,,,Staff,Contarct Basis,Buddhist,Draughtsman,1978.0
570,1683,5211,Prof Nona Mante,Mr,Male,1,Single,108,2021-04-02,2022-06-25,Inactive,2022-06-25,,,Staff,Contarct Basis,Buddhist,QAQC Engineer,1992.0
571,1685,5212,Vita Lind MD,Mr,Male,1,Married,22,2021-04-05,,Active,,2631.0,,Staff,Contarct Basis,Buddhist,Technical Officer,1987.0
572,1715,5253,Lamont Leffler,Mr,Male,1,Married,104,2021-04-19,2021-08-25,Inactive,2021-08-25,,,Management,Contarct Basis,Buddhist,Accountant,1989.0
573,1716,5254,Angeline Turcotte,Mr,Male,1,Single,9,2021-04-19,2021-08-12,Inactive,2021-08-12,,,Staff,Contarct Basis,Buddhist,Assistance QS,1995.0
574,1738,198100,Ms Eugenia Yost V,Mr,Male,1,Married,1,2021-04-24,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1964.0
575,1739,5256,Lukas Walter,Mr,Male,1,Married,162,2021-04-20,2021-12-10,Inactive,2021-12-10,1739.0,,Management,Contarct Basis,Buddhist,Chief Project Officer,1970.0
576,1740,5258,Treva Hoppe,Mr,Male,1,Married,163,2021-04-27,2021-08-19,Inactive,2021-08-19,,,Management,Contarct Basis,Buddhist,Manager Transport and Logistic,1975.0
577,1741,5259,Mrs Mallie Torp IV,Mr,Male,1,Single,161,2021-04-27,2021-08-31,Inactive,2021-08-31,,,Staff,Contarct Basis,Buddhist,QS Contract,1992.0
578,1760,5275,Prof Maxine Becker II,Mr,Male,1,Married,27,2021-05-11,2022-01-31,Inactive,2022-01-31,,,Staff,Contarct Basis,Buddhist,Supervisor,1969.0
579,1761,5276,Murphy O'Hara,Mr,Male,1,Married,27,2021-05-11,,Inactive,2021-08-14,,,Staff,Contarct Basis,Buddhist,Supervisor,1963.0
580,1771,198110,Mr Cesar Powlowski II,Mr,Male,1,Married,31,2021-05-14,2022-11-21,Inactive,2022-11-21,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981.0
581,1772,200033,Nels Schulist,Mr,Male,3,Married,30,2021-05-03,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1954.0
582,1773,200034,Fidel Muller,Mr,Male,3,Married,30,2021-05-05,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1992.0
583,1784,196113,Carol Mertz MD,Mr,Male,1,Married,43,2021-05-18,2022-03-12,Inactive,2022-03-12,,,Labour,Contarct Basis,Buddhist,Operator - JCB,1980.0
584,1800,5278,Prof Bethel Lemke,Mr,Male,5,Married,8,2021-05-17,2022-12-17,Inactive,2022-12-17,,,Staff,Contarct Basis,Muslim,Quantity Surveyor,1993.0
585,1803,200021,Duncan Waters,Mr,Male,3,Married,122,2021-02-06,,Active,,,,Labour,Contarct Basis,Hindu,Security,1973.0
586,1804,200022,Miss Jeanne Schoen,Mr,Male,3,Married,122,2021-02-06,,Active,,,,Labour,Contarct Basis,Hindu,Security,1973.0
587,1814,1795001,Dr Ryann Feest PhD,Mr,Male,1,Married,122,2021-05-21,2022-07-26,Inactive,2022-07-26,,,Labour,Contarct Basis,Buddhist,Security,1978.0
588,1815,1795002,Myriam Buckridge,Mr,Male,1,Married,122,2021-05-21,2022-11-28,Inactive,2022-11-28,,,Labour,Contarct Basis,Buddhist,Security,1979.0
589,1816,1795003,Emelie Langworth,Mr,Male,1,Married,24,2021-05-13,2022-04-08,Inactive,2022-04-08,,,Labour,Contarct Basis,Buddhist,Driver,1968.0
590,1820,198112,Miss Libbie Reinger,Mr,Male,1,Married,122,2021-05-24,2022-05-06,Inactive,2022-05-06,,,Labour,Contarct Basis,Buddhist,Security,1992.0
591,1822,193141,Jodie Satterfield,Mr,Male,1,Married,55,2021-06-02,2022-03-26,Inactive,2022-03-26,,,Labour,Contarct Basis,Buddhist,Fitter,1975.0
592,1825,193144,Antonetta Wyman,Mr,Male,1,Married,31,2021-06-02,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1959.0
593,1827,1795005,Dr Serena Trantow,Mr,Male,1,Married,31,2021-06-01,2021-12-31,Inactive,2021-12-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0
594,1833,179033,Ms Delores Towne DDS,Mr,Male,1,Married,29,2021-06-01,2022-07-23,Inactive,2022-07-23,,,Labour,Contarct Basis,Buddhist,Cook,1971.0
595,1834,5279,Adonis Trantow MD,Mr,Male,3,Single,33,2021-06-05,2022-01-17,Inactive,2022-01-17,1834.0,,Staff,Contarct Basis,Hindu,Site Engineer,1994.0
596,1844,1795014,Jefferey Torp,Mr,Male,1,Married,31,2021-06-10,2022-04-02,Inactive,2022-04-02,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983.0
597,1846,1795016,Mr Erik Bruen PhD,Mr,Male,1,Married,4,2021-06-10,2021-12-31,Inactive,2021-12-31,,,Labour,Contarct Basis,Buddhist,Bar Bender,1958.0
598,1849,193146,Elissa Krajcik,Mr,Male,1,Married,31,2021-06-08,2022-04-11,Inactive,2022-04-11,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1987.0
599,1850,1795018,Donnie Bergstrom,Mr,Male,1,Married,31,2021-06-14,2022-04-01,Inactive,2022-04-01,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978.0
600,1852,1795020,Marina Reichert III,Mr,Male,1,Married,124,2021-06-14,2022-04-08,Inactive,2022-04-08,,,Labour,Contarct Basis,Buddhist,Mason,1977.0
601,1854,1795022,Chesley Morissette,Mr,Male,1,Married,124,2021-06-14,2022-04-08,Inactive,2022-04-08,,,Labour,Contarct Basis,Buddhist,Mason,1969.0
602,1855,1795023,Mrs Sally Spencer,Mr,Male,1,Married,31,2021-06-15,2022-04-11,Inactive,2022-04-11,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981.0
603,1857,196115,Prof Christop West IV,Mr,Male,1,Single,31,2021-06-01,2022-02-15,Inactive,2022-02-15,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003.0
604,1860,196118,Dixie Gleason,Mr,Male,1,Single,31,2021-06-02,2022-04-09,Inactive,2022-04-09,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002.0
605,1861,196119,Mrs Emely Oberbrunner DVM,Mr,Male,1,Single,31,2021-06-02,2022-01-03,Inactive,2022-01-03,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002.0
606,1862,196120,Prof Viola Swaniawski,Mr,Male,1,Married,31,2021-06-02,2022-06-16,Inactive,2022-06-16,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994.0
607,1863,196121,Rollin Okuneva,Mr,Male,1,Married,31,2021-06-03,2022-06-17,Inactive,2022-06-17,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958.0
608,1865,196123,Stephania Greenholt,Mr,Male,1,Married,31,2021-06-03,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962.0
609,1867,196125,Vanessa Wuckert,Mr,Male,1,Married,31,2021-06-05,2022-04-09,Inactive,2022-04-09,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1963.0
610,1873,196131,Gust Pagac,Mr,Male,1,Married,30,2021-06-14,2021-12-31,Inactive,2021-12-31,,,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1998.0
611,1874,196132,Hulda Wolf,Ms,Female,1,Single,31,2021-06-14,2022-02-23,Inactive,2022-02-23,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0
612,1878,196136,Miss Viola Collins DDS,Mr,Male,1,Married,55,2021-06-14,2022-04-09,Inactive,2022-04-09,,,Labour,Contarct Basis,Buddhist,Fitter,1998.0
613,1881,196138,Rhett Haley,Mr,Male,1,Married,31,2021-06-15,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971.0
614,1886,1795024,Braxton Volkman,Ms,Female,1,Married,31,2021-06-18,2022-04-30,Inactive,2022-04-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968.0
615,1890,1795026,Clotilde Boyer III,Mr,Male,3,Married,31,2021-06-21,2022-03-30,Inactive,2022-03-30,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1978.0
616,1892,193145,Lelah Williamson,Mr,Male,1,Married,31,2021-06-04,2022-03-30,Inactive,2022-03-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962.0
617,1899,193156,Mr Lon Hackett,Mr,Male,1,Married,80,2021-06-15,,Active,,,,Labour,Contarct Basis,Buddhist,Driver - cab,1965.0
618,1902,193159,Miss Clara Hessel I,Mr,Male,1,Married,31,2021-06-17,2022-04-30,Inactive,2022-04-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1965.0
619,1903,193160,Ms Nellie Bruen Jr,Mr,Male,1,Married,55,2021-06-18,2022-06-04,Inactive,2022-06-04,,,Labour,Contarct Basis,Buddhist,Fitter,1961.0
620,1904,193161,Estella Heidenreich Jr,Ms,Female,1,Married,31,2021-06-23,2022-03-16,Inactive,2022-03-16,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998.0
621,1906,193162,Emmitt Kling,Mr,Male,1,Married,31,2021-06-07,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972.0
622,1909,193164,Adan Schimmel,Mr,Male,1,Married,31,2021-06-02,2022-03-31,Inactive,2022-03-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962.0
623,1916,1795033,Miss Etha Hudson Sr,Mr,Male,1,Married,31,2021-06-30,2022-03-26,Inactive,2022-03-26,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967.0
624,1917,1795034,Sage Lebsack,Miss,Female,1,Single,31,2021-06-28,2022-04-01,Inactive,2022-04-01,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983.0
625,1918,5285,Alverta Bode,Mr,Male,1,Married,90,2021-06-18,2022-02-28,Inactive,2022-02-28,,,Staff,Contarct Basis,Buddhist,Assistant manager - HR,1990.0
626,1920,1795036,Cordelia Vandervort IV,Mr,Male,1,Married,124,2021-06-28,2022-04-07,Inactive,2022-04-07,,,Labour,Contarct Basis,Buddhist,Mason,1974.0
627,1926,179034,Kayley Bosco,Mr,Male,1,Married,31,2021-07-01,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1959.0
628,1931,5286,Micheal Reichel,Mr,Male,1,Single,33,2021-06-29,,Active,,1964.0,,Staff,Contarct Basis,Buddhist,Site Engineer,1994.0
629,1932,193171,Blake Jast,Mr,Male,1,Married,124,2021-07-02,2022-03-31,Inactive,2022-03-31,,,Labour,Contarct Basis,Buddhist,Mason,1969.0
630,1935,1795040,Dolores Kerluke,Mr,Male,1,Single,31,2021-07-05,2022-03-29,Inactive,2022-03-29,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0
631,1936,196139,Golda Bogan,Mr,Male,1,Married,24,2021-07-01,2022-02-26,Inactive,2022-02-26,,,Labour,Contarct Basis,Buddhist,Driver,1988.0
632,1938,193168,Garrett Stiedemann,Mr,Male,1,Married,124,2021-06-01,2022-06-04,Inactive,2022-06-04,,,Labour,Contarct Basis,Buddhist,Mason,1974.0
633,1941,196141,Miss Melyssa Moore DVM,Mr,Male,1,Single,31,2021-07-08,2022-02-23,Inactive,2022-02-23,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0
634,1947,179037,Daphne Harris,Ms,Female,1,Single,125,2021-07-12,2021-12-31,Inactive,2021-12-31,,,Labour,Contarct Basis,Buddhist,Data Colector,1998.0
635,1952,50037,Dahlia Mueller,Mr,Male,1,Married,167,2021-04-01,2022-06-30,Inactive,2022-06-30,,,Management,Contarct Basis,Buddhist,IT Consultant,1993.0
636,1954,1795042,Shanel Kris DVM,Mr,Male,1,Married,31,2021-07-14,2021-12-31,Inactive,2021-12-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1954.0
637,1955,179039,Yesenia Dickens Jr,Mr,Male,1,Single,139,2021-07-15,2022-04-21,Inactive,2022-04-21,,,Labour,Contarct Basis,Buddhist,Surveyor Helper,1995.0
638,1957,5300,Zella Macejkovic,Ms,Female,1,Single,112,2021-07-15,2022-11-30,Inactive,2022-11-30,,,Staff,Contarct Basis,Buddhist,Data Entry Executive,1998.0
639,1959,5302,Claud Nolan,Mr,Male,1,Married,49,2021-07-14,,Active,,545.0,,Staff,Contarct Basis,Buddhist,Junior Technical Officer,1991.0
640,1960,5303,Dejah Prosacco,Mr,Male,1,Married,24,2021-07-07,2021-10-01,Inactive,2021-10-01,,,Staff,Contarct Basis,Buddhist,Driver,1975.0
641,1961,5304,Terrence Weimann,Mr,Male,5,Single,89,2021-07-12,,Active,,,,Staff,Contarct Basis,Muslim,Planning Engineer,1994.0
642,1962,5305,Mrs Theresia Stokes DVM,Mr,Male,1,Married,7,2021-07-16,2021-07-21,Inactive,2021-07-21,,,Staff,Contarct Basis,Buddhist,Store Keeper,1979.0
643,1964,5307,Jamison Feest,Mr,Male,1,Married,6,2021-07-16,,Active,,1964.0,,Staff,Contarct Basis,Buddhist,Project Manager,1986.0
644,1965,1795043,Samantha Wolff,Mr,Male,1,Married,31,2021-07-19,2022-02-08,Inactive,2022-02-08,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974.0
645,1967,5309,Erling Upton,Mr,Male,1,Married,7,2021-07-19,2021-07-21,Inactive,2021-07-21,,,Staff,Contarct Basis,Buddhist,Store Keeper,1969.0
646,1969,5311,Elmira Gleason,Ms,Female,1,Single,158,2021-07-20,2021-12-21,Inactive,2021-12-21,,,Staff,Contarct Basis,Buddhist,Assistant QS,1994.0
