,Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth
0,347,6,Myrl Bechtelar MD,Mr,Male,1,Married,24,1993-12-08,,Active,,,,Staff,Permanant,Buddhist,Driver,1965.0
1,348,33,Francis Mraz,Mr,Male,1,Married,24,1995-03-14,,Active,,,,Staff,Permanant,Buddhist,Driver,1973.0
2,349,53,Mr Emmet Blick Jr,Mr,Male,1,Married,23,1988-01-27,2021-06-28,Inactive,2021-06-28,,,Staff,Permanant,Buddhist,Account Clerk,1974.0
3,351,77,Mr Nelson Braun PhD,Ms,Female,4,Married,40,1999-10-01,2022-01-31,Inactive,2022-01-31,,,Staff,Permanant,Catholic,Purchasing Officer,1974.0
4,352,88,Maximillian Hand,Mr,Male,1,Married,7,2001-01-26,,Active,,,,Staff,Permanant,Buddhist,Store Keeper,1980.0
5,353,155,Zena Nicolas,Mr,Male,1,Married,22,2003-09-29,,Inactive,2020-08-31,,,Staff,Permanant,Buddhist,Technical Officer,1962.0
6,354,181,Coralie Bernhard,Mr,Male,1,Married,22,2003-11-10,,Active,,945.0,,Staff,Permanant,Buddhist,Technical Officer,1969.0
7,355,192,Josh Roob,Mr,Male,1,Married,126,2004-02-16,,Active,,,,Staff,Permanant,Buddhist,Project Coordinator ,1981.0
8,356,283,Ernest Upton,Ms,Female,1,Single,23,2005-06-01,,Active,,,,Staff,Permanant,Buddhist,Account Clerk,1974.0
9,359,529,Sydney Oberbrunner,Mr,Male,1,Married,41,2006-07-01,2022-01-31,Inactive,2022-01-31,,,Staff,Permanant,Buddhist,Electrician,1967.0
10,360,573,Angeline Yundt,Mr,Male,1,Married,42,2006-08-29,2021-05-05,Inactive,2021-05-05,,,Management,Permanant,Buddhist,Transport Officer,1976.0
11,361,596,Prof Karlie Bauch III,Mr,Male,3,Single,7,2006-11-01,,Active,,,,Staff,Permanant,Hindu,Store Keeper,1986.0
12,363,691,Leonel Romaguera,Mr,Male,1,Married,24,2007-05-25,2021-05-23,Inactive,2021-05-23,,,Staff,Permanant,Buddhist,Driver,1975.0
13,365,759,Sidney Macejkovic,Mr,Male,1,Married,43,2007-11-12,,Inactive,2020-09-10,,,Staff,Permanant,Buddhist,Operator - JCB,1984.0
14,366,900,Prof Jerod Pfeffer,Mr,Male,1,Married,44,2008-11-15,,Inactive,2020-05-21,,,Staff,Permanant,Buddhist,Driver - Boom,1973.0
15,371,1084,Ignatius Volkman DDS,Ms,Female,1,Single,45,2010-08-02,2021-04-30,Inactive,2021-04-30,,,Management,Contarct Basis,Buddhist,Construction Manager,1963.0
16,372,1086,Doyle Hettinger,Mr,Male,1,Married,46,2010-08-05,,Inactive,2020-09-27,,,Staff,Contarct Basis,Buddhist,Operator - Crane,1981.0
17,373,1093,Izaiah Berge,Mr,Male,1,Married,35,2010-10-26,,Active,,,,Staff,Contarct Basis,Buddhist,Operator-Excavator,1990.0
18,376,1154,Prof Arden Jacobs III,Mr,Male,1,Married,7,2011-03-24,,Active,,,,Staff,Contarct Basis,Buddhist,Store Keeper,1961.0
19,377,1275,Shaylee Schroeder III,Mr,Male,5,Single,48,2011-11-03,,Active,,624.0,,Staff,Contarct Basis,Muslim,Draughtsman,1982.0
20,378,1290,Raymond Bogan,Mr,Male,1,Married,33,2011-11-21,,Inactive,2020-07-28,,,Staff,Contarct Basis,Buddhist,Site Engineer,1965.0
21,379,1329,Kayden Rice,Mr,Male,1,Single,27,2012-01-25,,Inactive,2020-06-30,,,Staff,Contarct Basis,Buddhist,Supervisor,1991.0
22,380,1336,Macey Simonis,Mr,Male,1,Married,24,2012-01-29,,Active,,,,Staff,Contarct Basis,Buddhist,Driver,1978.0
23,381,1373,Jayde Witting,Mr,Male,5,Married,22,2012-03-17,,Active,,624.0,,Staff,Contarct Basis,Muslim,Technical Officer,1982.0
24,383,1405,Sylvan Gislason,Mr,Male,1,Married,24,2012-05-21,,Active,,,,Staff,Contarct Basis,Buddhist,Driver,1994.0
25,384,1425,Dr Kennedy Ryan MD,Mr,Male,1,Married,8,2012-06-05,,Active,,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1989.0
26,385,1472,Tillman Greenfelder,Mr,Male,1,Married,49,2012-07-06,,Active,,,,Staff,Contarct Basis,Buddhist,Junior Technical Officer,1986.0
27,388,1573,Hanna Wyman,Mr,Male,1,Married,22,2012-11-18,,Inactive,2020-03-30,,,Staff,Contarct Basis,Buddhist,Technical Officer,1989.0
28,389,1587,Tessie Fadel,Mr,Male,1,Married,24,2012-12-14,,Active,,,,Staff,Contarct Basis,Buddhist,Driver,1994.0
29,391,1610,Orval Hessel,Mr,Male,1,Married,37,2013-01-24,,Inactive,2019-11-14,,,Staff,Contarct Basis,Buddhist,Driver-Tractor,1960.0
30,392,1620,Katelin Thompson,Mr,Male,5,Married,22,2013-02-05,,Active,,2709.0,,Staff,Contarct Basis,Muslim,Technical Officer,1989.0
31,393,1653,Savanna Spinka,Mr,Male,5,Married,6,2013-04-01,,Active,,393.0,,Staff,Contarct Basis,Muslim,Project Manager,1965.0
32,394,1730,Carley Bogisich,Mr,Male,1,Married,46,2013-06-27,2021-12-17,Inactive,2021-12-17,,,Staff,Contarct Basis,Buddhist,Operator - Crane,1993.0
33,396,1769,Jaquelin Block,Mr,Male,1,Single,67,2013-08-21,,Active,,,,Staff,Contarct Basis,Buddhist,Operator - Loader,1993.0
34,399,1870,Garland Feeney,Mr,Male,3,Married,27,2014-01-28,2021-08-31,Inactive,2021-08-31,,,Staff,Contarct Basis,Hindu,Supervisor,1989.0
35,400,1872,Elody Waelchi,Mr,Male,3,Single,27,2014-01-24,,Active,,,,Staff,Contarct Basis,Hindu,Supervisor,1988.0
36,401,1888,Nola Grant,Mr,Male,1,Married,7,2014-02-25,,Active,,,,Staff,Contarct Basis,Buddhist,Store Keeper,1972.0
37,402,1900,Macie Kuvalis,Mr,Male,1,Single,24,2014-02-22,,Inactive,2020-08-31,,,Staff,Contarct Basis,Buddhist,Driver,1995.0
38,403,2009,Julie Osinski,Mr,Male,1,Married,43,2014-05-03,,Inactive,2020-08-28,,,Staff,Contarct Basis,Buddhist,Operator - JCB,1992.0
39,404,2026,Jody Stokes,Mr,Male,1,Single,36,2014-06-04,,Active,,673.0,,Staff,Contarct Basis,Buddhist,Engineer Assistant,1987.0
40,405,2034,Scottie Ratke,Mr,Male,1,Married,27,2014-06-09,,Inactive,2019-12-05,,,Staff,Contarct Basis,Buddhist,Supervisor,1988.0
41,407,2151,Braulio Pagac IV,Mr,Male,3,Single,8,2014-09-17,,Inactive,2020-06-22,,,Staff,Contarct Basis,Hindu,Quantity Surveyor,1990.0
42,408,2186,Jon Kuhn,Mr,Male,1,Single,8,2014-10-01,,Active,,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990.0
43,410,2284,Ally Nikolaus,Mr,Male,1,Single,52,2015-02-05,2021-05-30,Inactive,2021-05-30,,,Staff,Contarct Basis,Buddhist,Moter Mechanic,1995.0
44,411,2301,Jesus Dietrich Sr,Mr,Male,1,Married,24,2015-04-28,,Active,,,,Staff,Contarct Basis,Buddhist,Driver,1979.0
45,413,2313,Addie Purdy,Mr,Male,1,Single,35,2015-05-01,,Inactive,2021-08-31,,,Staff,Contarct Basis,Buddhist,Operator-Excavator,1997.0
46,414,2333,Noelia Roberts DDS,Mr,Male,3,Single,54,2016-06-02,,Inactive,2020-10-06,,,Staff,Contarct Basis,Hindu,Lab Technician,1985.0
47,415,2334,Isabella Brakus,Mr,Male,4,Married,36,2015-06-01,2021-07-25,Inactive,2021-07-25,,,Staff,Contarct Basis,Catholic,Engineer Assistant,1982.0
48,416,2337,Bo Schaefer I,Mr,Male,3,Married,27,2015-06-01,2021-03-25,Inactive,2021-03-25,,,Staff,Contarct Basis,Hindu,Supervisor,1986.0
49,419,2421,Ms Jany Lemke,Mr,Male,1,Married,22,2015-08-24,2021-05-31,Inactive,2021-05-31,,,Staff,Contarct Basis,Buddhist,Technical Officer,1988.0
50,420,2426,Dr Kieran Bradtke IV,Mr,Male,1,Married,24,2015-09-01,,Active,,,,Staff,Contarct Basis,Buddhist,Driver,1995.0
51,421,2481,Marcos Kemmer MD,Mr,Male,1,Single,24,2016-01-02,2022-08-31,Inactive,2022-08-31,,,Staff,Contarct Basis,Buddhist,Driver,1997.0
52,422,2488,Burley Willms,Ms,Female,1,Married,8,2016-02-05,2021-04-30,Inactive,2021-04-30,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1981.0
53,423,2512,Kaley Ankunding MD,Mr,Male,1,Married,57,2016-05-12,,Active,,,,Staff,Contarct Basis,Buddhist,Driver - Truck Mixture,1987.0
54,424,2513,Rogers Conroy,Mr,Male,1,Single,24,2016-05-26,,Inactive,2021-08-31,,,Staff,Contarct Basis,Buddhist,Driver,1988.0
55,425,2647,Alison Price V,Mr,Male,1,Married,38,2016-08-15,2022-08-31,Inactive,2022-08-31,,,Staff,Contarct Basis,Buddhist,Office Assistant,1965.0
56,426,50028,Thea Gaylord,Mr,Male,1,Married,58,2020-07-03,2021-10-26,Inactive,2021-10-26,,,Staff,Contarct Basis,Buddhist,Sociologist,1962.0
57,427,2680,Laron Turcotte,Ms,Female,1,Married,48,2016-09-15,,Active,,,,Staff,Contarct Basis,Buddhist,Draughtsman,1980.0
58,431,2750,Miss Ashley Spinka IV,Mr,Male,1,Married,62,2019-01-01,,Active,,,,Labour,Contarct Basis,Buddhist,S/Skill,1947.0
59,433,2765,Prof Damaris Kemmer DDS,Mr,Male,1,Married,63,2016-11-01,2022-09-27,Inactive,2022-09-27,,,Staff,Contarct Basis,Buddhist,Junior Quantity Surveyor,1993.0
60,434,2774,Corene Weber DDS,Mr,Male,1,Married,64,2016-11-28,2021-06-30,Inactive,2021-06-30,,,Staff,Contarct Basis,Buddhist,Safety Officer,1972.0
61,435,2807,Madisyn Raynor,Mr,Male,1,Single,22,2016-12-15,,Active,,1834.0,,Staff,Contarct Basis,Buddhist,Technical Officer,1988.0
62,436,2811,Prof Bridgette Gerlach DVM,Mr,Male,3,Married,27,2016-12-15,,Active,,,,Staff,Contarct Basis,Hindu,Supervisor,1981.0
63,437,2812,Prof Elian Roberts MD,Mr,Male,1,Married,8,2016-12-19,2021-12-22,Inactive,2021-12-22,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1991.0
64,438,2845,Giovanna Turner,Mr,Male,1,Single,59,2017-01-16,,Active,,,,Staff,Contarct Basis,Buddhist,Autocad Draughtsman ,1991.0
65,440,2850,Ricky Hintz,Mr,Male,1,Single,113,2017-01-10,,Active,,,,Staff,Contarct Basis,Buddhist,Operation Executive,1981.0
66,443,2911,Jaunita Senger,Miss,Female,1,Single,59,2017-01-30,2021-08-20,Inactive,2021-08-20,,,Staff,Contarct Basis,Buddhist,Autocad Draughtsman ,1989.0
67,444,2913,Buddy Kunze,Mr,Male,1,Married,6,2017-02-16,,Inactive,2020-10-31,,,Staff,Contarct Basis,Buddhist,Project Manager,1966.0
68,446,2936,Lavon Stokes,Mr,Male,1,Married,31,2019-01-01,2021-05-31,Inactive,2021-05-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1955.0
69,448,2938,Prof Bridget Johnson II,Mr,Male,1,Married,31,2019-01-01,2020-12-10,Inactive,2020-12-10,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966.0
70,450,188003,Mrs Eliza O'Kon I,Mr,Male,1,Married,31,2020-12-03,2021-04-09,Inactive,2021-04-09,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0
71,451,2954,Ms Evelyn Farrell IV,Mr,Male,1,Single,22,2017-03-01,,Inactive,2020-02-29,,,Management,Contarct Basis,Buddhist,Technical Officer,1985.0
72,453,2973,Miss Amaya Bogisich III,Mr,Male,1,Married,7,2017-03-23,,Active,,,,Staff,Contarct Basis,Buddhist,Store Keeper,1961.0
73,455,2975,Madisyn Huel,Mr,Male,3,Single,49,2017-03-27,2022-02-19,Inactive,2022-02-19,1333.0,,Staff,Contarct Basis,Hindu,Junior Technical Officer,1996.0
74,456,2984,Aurelie Green,Mr,Male,1,Married,30,2019-01-01,,Inactive,2020-03-31,,,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1974.0
75,457,4994,Saul Marquardt,Mr,Male,1,Married,31,2020-06-01,,Inactive,2020-09-25,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967.0
76,460,199020,Monica Wunsch,Mr,Male,1,Married,30,2020-03-01,,Inactive,2020-03-31,,,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1955.0
77,461,3009,Miss Chelsie Heidenreich,Mr,Male,1,Married,1,2019-01-01,,Inactive,2021-06-01,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1982.0
78,466,3037,Geovanny Gaylord,Mr,Male,1,Married,31,2019-01-01,2022-05-31,Inactive,2022-05-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0
79,468,3041,Johnny Price,Mr,Male,3,Married,31,2019-01-01,,Active,,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1976.0
80,471,5270,Miss Naomie Swaniawski II,Mr,Male,1,Single,1,2021-04-01,2022-02-28,Inactive,2022-02-28,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1992.0
81,475,3178,Mr Roel Monahan V,Mr,Male,1,Married,31,2019-01-01,2020-11-28,Inactive,2020-11-28,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1959.0
82,476,3193,Amanda Keebler,Mr,Male,5,Married,22,2017-04-03,2021-11-27,Inactive,2021-11-27,,,Staff,Contarct Basis,Muslim,Technical Officer,1985.0
83,478,3216,Anne Abbott III,Ms,Female,1,Married,70,2017-05-15,,Inactive,2020-08-30,,,Staff,Contarct Basis,Buddhist,Data Entry Operator,1992.0
84,480,3222,Alfred Turner,Mr,Male,3,Married,69,2017-07-06,,Inactive,2020-04-03,,,Staff,Contarct Basis,Hindu,Site Supervisor,1989.0
85,481,3223,Lawrence Hane,Ms,Female,1,Single,59,2017-06-05,,Active,,,,Staff,Contarct Basis,Buddhist,Autocad Draughtsman ,1984.0
86,482,3229,Kenyatta Rempel,Mr,Male,1,Married,22,2017-06-19,2021-05-23,Inactive,2021-05-23,2709.0,,Staff,Contarct Basis,Buddhist,Technical Officer,1986.0
87,486,5169,Prof Avery Volkman,Mr,Male,1,Married,1,2021-02-01,2022-05-04,Inactive,2022-05-04,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1982.0
88,487,3256,Kathleen Denesik,Mr,Male,1,Married,124,2019-01-01,,Active,,,,Labour,Contarct Basis,Buddhist,Mason,1992.0
89,490,3295,Dr Nat Adams,Mr,Male,3,Single,31,2019-01-01,,Inactive,2020-12-31,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1995.0
90,495,3335,Ludwig Stamm,Mr,Male,1,Married,29,2019-01-01,,Active,,,,Labour,Contarct Basis,Buddhist,Cook,1957.0
91,496,3351,Emie Conroy,Mr,Male,1,Married,22,2017-07-01,,Active,,2709.0,,Staff,Contarct Basis,Buddhist,Technical Officer,1988.0
92,501,190015,Piper Dooley,Mr,Male,1,Married,31,2020-12-07,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958.0
93,504,3440,Miss Greta Langosh,Mr,Male,3,Married,31,2019-01-01,2021-03-02,Inactive,2021-03-02,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1991.0
94,505,3451,Gertrude Leannon,Mr,Male,1,Married,37,2017-08-28,2021-06-30,Inactive,2021-06-30,,,Staff,Contarct Basis,Buddhist,Driver-Tractor,1959.0
95,508,3533,Dr Bernice Feil,Mr,Male,1,Married,24,2017-09-09,,Inactive,2020-05-30,,,Staff,Contarct Basis,Buddhist,Driver,1982.0
96,509,3536,Ewell Koch,Ms,Female,3,Married,8,2017-09-15,,Inactive,2020-03-13,,,Staff,Contarct Basis,Hindu,Quantity Surveyor,1993.0
97,510,3537,Cristobal Wilkinson,Mr,Male,3,Single,8,2017-09-15,2022-02-10,Inactive,2022-02-10,,,Staff,Contarct Basis,Hindu,Quantity Surveyor,1991.0
98,512,3545,Mason Ryan,Mr,Male,1,Single,24,2017-10-02,,Inactive,2020-06-12,,,Staff,Contarct Basis,Buddhist,Driver,1994.0
99,514,3553,Shea Terry MD,Ms,Female,1,Single,65,2017-11-01,2021-01-18,Inactive,2021-01-25,,,Staff,Contarct Basis,Buddhist,Design Engineer,1994.0
100,515,3621,Virginia Stokes,Mr,Male,1,Single,8,2017-12-22,,Inactive,2020-10-21,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1992.0
101,516,3632,Dante Ledner,Mr,Male,1,Single,72,2018-01-15,,Active,,,,Staff,Contarct Basis,Buddhist,IT Executive,1990.0
102,517,3633,Mrs Betty West Sr,Ms,Female,1,Single,8,2018-01-15,,Active,,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1993.0
103,520,3665,Willa Kunde,Mr,Male,1,Married,1,2019-01-01,,Inactive,2020-06-30,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1982.0
104,521,3679,Dr Jaden Conn,Mr,Male,1,Married,1,2019-01-01,2020-11-30,Inactive,2020-11-30,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1982.0
105,523,3702,Hallie Parker,Ms,Female,1,Married,31,2019-01-01,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970.0
106,532,5043,Andreanne Roberts,Mr,Male,1,Married,1,2019-01-09,,Inactive,2020-12-31,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1994.0
107,534,3809,Tania Bode,Mr,Male,3,Single,31,2019-01-01,2022-01-12,Inactive,2022-01-12,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1997.0
108,536,3826,Prof Paris Homenick,Mr,Male,5,Single,69,2018-02-16,,Inactive,2021-02-28,,,Staff,Contarct Basis,Muslim,Site Supervisor,1997.0
109,537,3830,Hope Ward,Mr,Male,1,Single,107,2018-02-22,,Active,,1333.0,,Staff,Contarct Basis,Buddhist,Social Environment Officer,1991.0
110,538,3877,Mr Bartholome Hintz,Mr,Male,5,Single,27,2018-04-18,,Inactive,2020-08-11,,,Staff,Contarct Basis,Muslim,Supervisor,1994.0
111,539,3879,Mr Archibald Abshire,Mr,Male,1,Single,43,2018-04-20,,Inactive,2020-05-31,,,Staff,Contarct Basis,Buddhist,Operator - JCB,1993.0
112,540,4888,Leilani Nikolaus,Ms,Female,1,Single,88,2019-10-02,,Inactive,2020-06-30,,,Staff,Contarct Basis,Buddhist,Trainee QS,1995.0
113,541,4901,Carmen Dickinson,Miss,Female,1,Single,111,2019-10-22,,Inactive,2020-08-31,,,Staff,Contarct Basis,Buddhist,Management Trainee,1994.0
114,545,4686,Brenden Hartmann IV,Mr,Male,1,Single,89,2019-04-22,,Active,,,,Staff,Contarct Basis,Buddhist,Planning Engineer,1990.0
115,546,4759,Terrence Lehner,Mr,Male,1,Married,97,2019-06-06,,Inactive,2020-06-19,,,Management,Contarct Basis,Buddhist,Foreman,1978.0
116,549,199055,Darius Zulauf,Mr,Male,1,Single,101,2020-12-05,2021-05-31,Inactive,2021-05-31,,,Staff,Contarct Basis,Buddhist,Excavator Operator,2001.0
117,550,4882,Dr Adrien Beahan,Mr,Male,1,Married,24,2019-09-01,2022-12-31,Inactive,2022-12-27,,,Staff,Contarct Basis,Buddhist,Driver,1973.0
118,551,4889,Ilene Goyette,Mr,Male,1,Single,175,2019-10-14,,Active,,,,Staff,Contarct Basis,Buddhist,Store Supervisor,1984.0
119,553,4902,Odessa Crist Sr,Mr,Male,1,Single,17,2019-10-25,,Inactive,2020-03-10,,,Staff,Contarct Basis,Buddhist,Account Executive,1996.0
120,554,4132,Prof Jacynthe Kulas,Mr,Male,1,Single,78,2018-07-19,,Inactive,2020-07-17,,,Staff,Contarct Basis,Buddhist,Assistant Accountant,1992.0
121,556,4353,Mr Scottie Streich,Mr,Male,1,Married,193,2018-11-01,2022-07-20,Inactive,2022-07-20,,,Management,Contarct Basis,Buddhist,Manager Finance & Operations,1976.0
122,557,4352,Myles Monahan MD,Mr,Male,1,Married,127,2018-11-01,,Active,,,,Management,Contarct Basis,Buddhist,Chief Operating Officer,1972.0
123,558,4354,Miss Clotilde Braun III,Mr,Male,1,Married,110,2018-11-01,,Active,,,,Management,Contarct Basis,Buddhist,Chief Executive Officer,1976.0
124,560,4426,Quinn Hansen,Mr,Male,1,Single,79,2018-12-18,,Inactive,2020-08-31,,,Staff,Contarct Basis,Buddhist,Helper - Lorry,1995.0
125,561,4429,Audrey Tromp,Ms,Female,1,Married,84,2019-01-21,,Inactive,2020-12-04,,,Staff,Contarct Basis,Buddhist,HR Executive,1992.0
126,562,4639,Javon Zulauf,Mr,Male,1,Single,88,2019-03-11,2020-12-05,Inactive,2020-12-05,,,Staff,Contarct Basis,Buddhist,Trainee QS,1998.0
127,563,4641,Miss Alta Sipes MD,Mr,Male,1,Single,88,2019-03-11,,Inactive,2020-06-10,,,Staff,Contarct Basis,Buddhist,Trainee QS,1997.0
128,565,4713,Dr Lynn Gleason III,Mr,Male,1,Single,113,2019-05-15,2021-09-18,Inactive,2021-09-18,,,Staff,Contarct Basis,Buddhist,Operation Executive,1995.0
129,569,4728,Alek Moore,Mr,Male,1,Married,45,2019-06-03,2021-09-20,Inactive,2021-09-20,569.0,,Management,Contarct Basis,Buddhist,Construction Manager,1966.0
130,570,4769,Dr Donny Ryan III,Mr,Male,4,Single,98,2019-06-12,,Inactive,2020-10-28,,,Staff,Contarct Basis,Catholic,Store Executive,1985.0
131,572,4824,Dr Dennis Bosco,Ms,Female,1,Married,84,2019-08-05,2021-02-28,Inactive,2021-02-28,,,Staff,Contarct Basis,Buddhist,HR Executive,1990.0
132,573,4835,Manuel Bechtelar,Mr,Male,1,Single,24,2019-09-05,2021-05-31,Inactive,2021-05-31,,,Staff,Contarct Basis,Buddhist,Driver,1992.0
133,574,4913,Dr Torey Gibson,Ms,Female,1,Married,104,2019-11-01,,Inactive,2020-06-12,,,Staff,Contarct Basis,Buddhist,Accountant,1983.0
134,576,5017,Maiya Bernier,Ms,Female,1,Single,143,2020-08-01,,Inactive,2020-12-12,,,Staff,Contarct Basis,Buddhist,HR Assistant,1999.0
135,582,71,Miss Burdette Kunze DDS,Mr,Male,1,Married,22,1999-07-12,,Active,,624.0,,Staff,Permanant,Buddhist,Technical Officer,1965.0
136,583,159,Willa Bruen Jr,Mr,Male,1,Married,7,2003-09-29,,Active,,,,Staff,Permanant,Buddhist,Store Keeper,1981.0
137,584,4836,Prof Johanna Bednar,Mr,Male,1,Married,36,2019-08-10,,Active,,2631.0,,Staff,Contarct Basis,Buddhist,Engineer Assistant,1988.0
138,585,4837,Mr Erin Marquardt II,Mr,Male,1,Married,8,2019-08-05,,Inactive,2020-08-15,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990.0
139,586,4841,Mariam Carter DVM,Mr,Male,1,Married,22,2019-08-01,,Inactive,2020-06-13,,,Staff,Contarct Basis,Buddhist,Technical Officer,1983.0
140,589,4845,Alison Graham,Mr,Male,1,Married,36,2019-08-01,,Inactive,2020-11-19,,,Staff,Contarct Basis,Buddhist,Engineer Assistant,1961.0
141,590,4846,Haleigh McCullough,Mr,Male,5,Single,22,2019-08-01,,Inactive,2019-12-31,,,Staff,Contarct Basis,Muslim,Technical Officer,1992.0
142,591,4847,Kelsi Effertz,Mr,Male,1,Single,22,2019-08-01,,Inactive,2019-12-14,,,Staff,Contarct Basis,Buddhist,Technical Officer,1995.0
143,592,4848,Prof Cleta Hackett Jr,Mr,Male,1,Single,22,2019-08-15,,Inactive,2020-01-31,,,Staff,Contarct Basis,Buddhist,Technical Officer,1991.0
144,594,4853,Sophie Turner,Mr,Male,1,Single,22,2019-08-02,,Inactive,2019-12-07,,,Staff,Contarct Basis,Buddhist,Technical Officer,1992.0
145,595,4854,Joaquin Wisozk,Mr,Male,1,Married,27,2019-08-01,,Inactive,2019-11-30,,,Staff,Contarct Basis,Buddhist,Supervisor,1993.0
146,596,4855,Deontae Zemlak,Mr,Male,1,Single,22,2019-08-22,,Active,,1964.0,,Staff,Contarct Basis,Buddhist,Technical Officer,1991.0
147,597,4932,Jeanie McLaughlin,Ms,Female,1,Single,157,2019-12-01,,Active,,,,Staff,Contarct Basis,Buddhist,Business Analyst,1988.0
148,599,4941,Donnell Walsh,Mr,Male,1,Married,22,2020-01-13,,Inactive,2020-06-24,,,Staff,Contarct Basis,Buddhist,Technical Officer,1961.0
149,601,4943,Luna Harris DDS,Mr,Male,1,Single,48,2020-01-27,2021-11-26,Inactive,2021-11-30,1538.0,,Staff,Contarct Basis,Buddhist,Draughtsman,1996.0
150,603,4938,Prof Delores Barrows,Mr,Male,3,Single,22,2020-01-06,,Inactive,2020-01-31,,,Staff,Contarct Basis,Hindu,Technical Officer,1993.0
151,604,4939,Prof Torey DuBuque,Mr,Male,1,Married,33,2020-01-13,2021-07-30,Inactive,2021-07-30,1333.0,,Staff,Contarct Basis,Buddhist,Site Engineer,1981.0
152,605,4927,Stella Aufderhar,Mr,Male,1,Married,6,2019-12-02,,Inactive,2020-09-18,605.0,,Staff,Contarct Basis,Buddhist,Project Manager,1984.0
153,606,4929,Prof Kameron Murphy Sr,Mr,Male,1,Married,7,2019-12-04,,Active,,,,Staff,Contarct Basis,Buddhist,Store Keeper,1996.0
154,607,4930,Alessandra Hermann,Ms,Female,1,Single,89,2019-12-04,2021-05-03,Inactive,2021-05-03,,,Staff,Contarct Basis,Buddhist,Planning Engineer,1993.0
155,608,4931,Stone Hyatt I,Mr,Male,3,Single,22,2019-12-10,2021-03-14,Inactive,2021-02-14,,,Staff,Contarct Basis,Hindu,Technical Officer,1994.0
156,609,4933,Ms Wilma Lowe,Ms,Female,1,Married,84,2019-12-26,,Inactive,2020-07-31,,,Staff,Contarct Basis,Buddhist,HR Executive,1986.0
157,610,4934,Dr Sigmund Bartell,Mr,Male,3,Married,9,2019-12-30,2022-09-12,Inactive,2022-09-12,,,Staff,Contarct Basis,Hindu,Assistance QS,1995.0
158,611,4935,Corene Hyatt Sr,Mr,Male,1,Married,27,2019-12-30,2022-04-30,Inactive,2022-04-30,,,Staff,Contarct Basis,Buddhist,Supervisor,1971.0
159,614,4817,Laurence Hamill,Mr,Male,1,Married,7,2019-07-01,2021-07-31,Inactive,2021-07-31,,,Staff,Contarct Basis,Buddhist,Store Keeper,1946.0
160,615,4580,Mr Wilfredo Schmidt DVM,Mr,Male,1,Married,33,2019-02-26,2021-10-31,Inactive,2021-10-31,,,Staff,Contarct Basis,Buddhist,Site Engineer,1977.0
161,616,4827,Charlotte Bauch,Mr,Male,3,Single,8,2019-07-24,2022-02-28,Inactive,2022-02-28,,,Staff,Contarct Basis,Hindu,Quantity Surveyor,1993.0
162,617,4684,Marcelo Lubowitz II,Mr,Male,5,Single,33,2019-04-23,,Inactive,2020-09-29,,,Staff,Contarct Basis,Muslim,Site Engineer,1994.0
163,618,4829,Fermin Medhurst,Mr,Male,1,Married,64,2019-07-24,2022-02-26,Inactive,2022-02-26,,,Staff,Contarct Basis,Buddhist,Safety Officer,1984.0
164,619,4831,Jamie Ortiz,Mr,Male,1,Single,27,2019-07-23,2021-07-30,Inactive,2021-07-30,1333.0,,Staff,Contarct Basis,Buddhist,Supervisor,1991.0
165,620,4832,Jacky Luettgen,Mr,Male,1,Single,27,2019-07-23,,Active,,1964.0,,Staff,Contarct Basis,Buddhist,Supervisor,1993.0
